Testing SD card write operations: 2022-06-26 07:30:17
2022-06-26 08:32:30: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'f69eb7559fd6', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:31: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'050515a5e476', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'68820e00da4d', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:33: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'2d44e268ab87', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:34: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': b'5040aca144bf', 'rssi': -86, 'name': 'Tb91', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-06-26 08:32:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'759aaa344029', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-06-26 08:32:36: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': b'4f82c76614cf', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 08:32:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'68820e00da4d', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 08:32:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4cf5bb9926d6', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-06-26 08:32:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'77aec04bead7', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:32:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'77aec04bead7', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:32:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5b71f84d2e2e', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 08:32:41: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': b'7beb41fd621e', 'rssi': -83, 'name': 'LE-M\xe8re Marie', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -14, 'adv_tx_pwr': 3}
2022-06-26 08:32:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'68820e00da4d', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5f214a329ed3', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'4c57038ba7a5', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'1d6a50c56b29', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'441055fe5324', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 08:32:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'f94fc4026ebf', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'77aec04bead7', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:32:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5f214a329ed3', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 08:32:48: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': b'7beb41fd621e', 'rssi': -69, 'name': 'LE-M\xe8re Marie', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -14, 'adv_tx_pwr': 3}
2022-06-26 08:32:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'707488e05b7b', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 08:32:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'f94fc4026ebf', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:51: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '86ac6de4eb573f63cf79370d65670bd66a69d71c2e22ca4267ee6ad5', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'1d6a50c56b29', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'050515a5e476', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:53: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': b'4f82c76614cf', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 08:32:54: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4cf5bb9926d6', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-06-26 08:32:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'68820e00da4d', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:56: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c0fb5a12f896', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'f94fc4026ebf', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:32:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'f31bd110c94c', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'68820e00da4d', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e68bf1886c96', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'f30be036ec95', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4cf5bb9926d6', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-06-26 08:33:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'050515a5e476', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'689808964b22', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 08:33:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:07: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': b'5040aca144bf', 'rssi': -82, 'name': 'Tb91', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-06-26 08:33:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5b71f84d2e2e', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 08:33:08: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'401767a1eda5', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:33:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'050515a5e476', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'4c57038ba7a5', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4202a58a1474', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 08:33:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'4c57038ba7a5', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:16: {'adv_flag': 2, 'def_tx_pwr': 3, 'mac': b'38184ce903ff', 'rssi': -83, 'name': 'LE_WH-CH700N', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5aa4372b73eb', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:33:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'050515a5e476', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7d039705a759', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 08:33:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5b71f84d2e2e', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 08:33:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'34f43c547c06', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'759aaa344029', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-06-26 08:33:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'759aaa344029', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-06-26 08:33:22: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': b'7beb41fd621e', 'rssi': -69, 'name': 'LE-M\xe8re Marie', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -14, 'adv_tx_pwr': 3}
2022-06-26 08:33:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4cf5bb9926d6', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-06-26 08:33:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'401767a1eda5', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:33:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'68820e00da4d', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:26: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'050515a5e476', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'77aec04bead7', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:33:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5904b3f6566d', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-06-26 08:33:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'52e3d58bffb0', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 08:33:29: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'050515a5e476', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4202a58a1474', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 08:33:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'68820e00da4d', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 08:33:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e80fcb7c74c3', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'050515a5e476', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:33: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'32c4c4dd893f', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7bf735a6d32a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 08:33:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'050515a5e476', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'77aec04bead7', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:33:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'426b189a2ae3', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'689808964b22', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 08:33:38: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'050515a5e476', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'3a3aade3a4e7', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'2d44e268ab87', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'67be5ef5fcd1', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:33:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e68bf1886c96', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'1d6a50c56b29', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'401767a1eda5', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:33:43: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '8d94d8fb26f3ad04a1da97c71b550dccb8b87b8ce4e15f44f49db5c7', 'rssi': -92, 'name': 'Tb90', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'759aaa344029', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-06-26 08:33:45: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'faa6af5df144', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'2d44e268ab87', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'426b189a2ae3', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'4c57038ba7a5', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5904b3f6566d', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-06-26 08:33:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'1d6a50c56b29', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'4c57038ba7a5', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:33:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'412046cd381a', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:33:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'77aec04bead7', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 08:33:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'f0ef783831b5', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}

Testing SD card write operations: 1970-01-01 02:00:05
2022-06-26 08:34:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'77f474881ed7', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 08:34:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5904b3f6566d', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-06-26 08:34:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'707488e05b7b', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:34:02: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': b'7beb41fd621e', 'rssi': -72, 'name': 'LE-M\xe8re Marie', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -14, 'adv_tx_pwr': 3}
2022-06-26 08:34:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd42b49017c6b', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:34:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'34f43c547c06', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 08:34:05: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '8d94d8fb26f3ad04a1da97c71b550dccb8b87b8ce4e15f44f49db5c7', 'rssi': -86, 'name': 'Tb90', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
