Testing SD card write operations: 2022-07-06 11:47:15
2022-07-06 11:49:53: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-82}
2022-07-06 11:49:55: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 11:49:55: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-78}
2022-07-06 11:49:55: {'ssid':'Galaxy A52s 5G130B', 'bssid':b'\xae\xbd\x12\r\x8d\xe4', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 11:49:57: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-06 11:49:57: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-89}
2022-07-06 11:49:59: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 11:49:59: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-73}
2022-07-06 11:49:59: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-80}
2022-07-06 11:50:01: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-06 11:50:03: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-06 11:50:03: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-73}
2022-07-06 11:50:05: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 11:50:06: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 11:50:06: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-75}
2022-07-06 11:50:06: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-88}
2022-07-06 11:50:08: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 11:50:10: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 11:50:10: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-74}
2022-07-06 11:50:10: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-82}
2022-07-06 11:50:12: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 11:50:12: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-73}
2022-07-06 11:50:14: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-06 11:50:14: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-81}
2022-07-06 11:50:14: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-83}
2022-07-06 11:50:16: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 11:50:16: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-81}
2022-07-06 11:50:16: {'ssid':'Galaxy A52s 5G130B', 'bssid':b'\xae\xbd\x12\r\x8d\xe4', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 11:50:18: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-85}
2022-07-06 11:50:20: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 11:50:20: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-82}
2022-07-06 11:50:20: {'ssid':'Galaxy A52s 5G130B', 'bssid':b'\xae\xbd\x12\r\x8d\xe4', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 11:50:22: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-06 11:50:22: {'ssid':'Galaxy A52s 5G130B', 'bssid':b'\xae\xbd\x12\r\x8d\xe4', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 11:50:23: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 11:50:23: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-72}
2022-07-06 11:50:23: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-78}
2022-07-06 11:50:23: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-84}
2022-07-06 11:50:25: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 11:50:25: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-75}
2022-07-06 11:50:27: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 11:50:27: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-75}
2022-07-06 11:50:27: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-80}
2022-07-06 11:50:27: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-86}
2022-07-06 11:50:29: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 11:50:31: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 11:50:31: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-86}
2022-07-06 11:50:31: {'ssid':'Yolande', 'bssid':b'\x06\xd6\xaaO\xc1\xe7', 'sec':3, 'channel':6, 'rssi':-88}
2022-07-06 11:50:33: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 11:50:33: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-81}
2022-07-06 11:50:33: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-82}
2022-07-06 11:50:35: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 11:50:35: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-79}
2022-07-06 11:50:35: {'ssid':'Galaxy A52s 5G130B', 'bssid':b'\xae\xbd\x12\r\x8d\xe4', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 11:50:35: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-88}
2022-07-06 11:50:37: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 11:50:39: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 11:50:40: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 11:50:40: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-81}
2022-07-06 11:50:42: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-73}
2022-07-06 11:50:44: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 11:50:44: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-71}
2022-07-06 11:50:44: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-79}
2022-07-06 11:50:46: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 11:50:46: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-80}
2022-07-06 11:50:48: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 11:50:48: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-82}
2022-07-06 11:50:50: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 11:50:50: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-72}
2022-07-06 11:50:50: {'ssid':'Galaxy A52s 5G130B', 'bssid':b'\xae\xbd\x12\r\x8d\xe4', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 11:50:50: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 11:50:52: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 11:50:52: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-83}
2022-07-06 11:50:54: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-72}
2022-07-06 11:50:55: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 11:50:55: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-77}
2022-07-06 11:50:57: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 11:50:57: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-79}
2022-07-06 11:50:59: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 11:50:59: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 11:51:01: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 11:51:01: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 11:51:03: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 11:51:03: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-85}
2022-07-06 11:51:03: {'ssid':'IPH-FR013298', 'bssid':b'\xb6\xa8\xb7T\x9e1', 'sec':3, 'channel':6, 'rssi':-93}
2022-07-06 11:51:05: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 11:51:07: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 11:51:07: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 11:51:08: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 11:51:08: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-72}
2022-07-06 11:51:08: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-82}
2022-07-06 11:51:10: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 11:51:10: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-81}
2022-07-06 11:51:10: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-84}
2022-07-06 11:51:12: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 11:51:12: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-80}
2022-07-06 11:51:12: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-84}
2022-07-06 11:51:12: {'ssid':'Yolande', 'bssid':b'\x06\xd6\xaaO\xc1\xe7', 'sec':3, 'channel':6, 'rssi':-89}
2022-07-06 11:51:14: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 11:51:16: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 11:51:18: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 11:51:18: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-72}
2022-07-06 11:51:18: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-84}
2022-07-06 11:51:18: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 11:51:20: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 11:51:20: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 11:51:22: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 11:51:24: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 11:51:24: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 11:51:25: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 11:51:25: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-75}
2022-07-06 11:51:25: {'ssid':'IPH-FR013298', 'bssid':b'\xb6\xa8\xb7T\x9e1', 'sec':3, 'channel':6, 'rssi':-93}
2022-07-06 11:51:29: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 11:51:29: {'ssid':'IPH-FR013298', 'bssid':b'\xb6\xa8\xb7T\x9e1', 'sec':3, 'channel':6, 'rssi':-90}
2022-07-06 11:51:31: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 11:51:31: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-69}
2022-07-06 11:51:31: {'ssid':'IPH-FR013298', 'bssid':b'\xb6\xa8\xb7T\x9e1', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 11:51:33: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 11:51:33: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-69}
2022-07-06 11:51:35: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 11:51:37: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 11:51:37: {'ssid':'IPH-FR013298', 'bssid':b'\xb6\xa8\xb7T\x9e1', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 11:51:38: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 11:51:38: {'ssid':'IPH-FR013298', 'bssid':b'\xb6\xa8\xb7T\x9e1', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 11:51:40: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-36}
2022-07-06 11:51:40: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-69}
2022-07-06 11:51:40: {'ssid':'IPH-FR013298', 'bssid':b'\xb6\xa8\xb7T\x9e1', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 11:51:42: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-69}
2022-07-06 11:51:42: {'ssid':'IPH-FR013298', 'bssid':b'\xb6\xa8\xb7T\x9e1', 'sec':3, 'channel':6, 'rssi':-95}
2022-07-06 11:51:44: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-36}
2022-07-06 11:51:48: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 11:51:48: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-70}
2022-07-06 11:51:48: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-79}
2022-07-06 11:51:50: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-06 11:51:50: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-81}
2022-07-06 11:51:50: {'ssid':'IPH-FR013298', 'bssid':b'\xb6\xa8\xb7T\x9e1', 'sec':3, 'channel':6, 'rssi':-94}
2022-07-06 11:51:52: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 11:51:53: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 11:51:53: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 11:51:55: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-06 11:51:55: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-69}
2022-07-06 11:51:55: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 11:51:57: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-36}
2022-07-06 11:51:57: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-93}
2022-07-06 11:51:59: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 11:51:59: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 11:51:59: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-88}
2022-07-06 11:51:59: {'ssid':'Yolande', 'bssid':b'\x06\xd6\xaaO\xc1\xe7', 'sec':3, 'channel':6, 'rssi':-92}
2022-07-06 11:52:01: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 11:52:03: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 11:52:03: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-72}
2022-07-06 11:52:05: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-06 11:52:07: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-71}
2022-07-06 11:52:08: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-06 11:52:08: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-74}
2022-07-06 11:52:08: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-86}
2022-07-06 11:52:10: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 11:52:12: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 11:52:12: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-83}
2022-07-06 11:52:12: {'ssid':'IPH-FR013298', 'bssid':b'\xb6\xa8\xb7T\x9e1', 'sec':3, 'channel':6, 'rssi':-91}
2022-07-06 11:52:14: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 11:52:14: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 11:52:16: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 11:52:18: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 11:52:18: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 11:52:20: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-06 11:52:20: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-82}
2022-07-06 11:52:20: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 11:52:21: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-84}
2022-07-06 11:52:21: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-06 11:52:23: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-06 11:52:23: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-69}
2022-07-06 11:52:25: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 11:52:27: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 11:52:27: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-89}
2022-07-06 11:52:29: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
