Testing SD card write operations: 2022-05-20 19:55:37
2022-05-20 20:51:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4bf9077ba0a4fef6916e537c5b7d8579dc1c0dcc923877a9b6b03514', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:51:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9a7b305f9bcb89f379bab590e5f85ef506f9862e2b90441f6b2a4201', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-20 20:51:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '77968b5ffd31caa32a473f8c3329a0c138f4077fac1b753235476e63', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:51:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6ace7cd0487366d676f481cc4de5a827a048b0e7632163a58d9a3df', 'rssi': -85, 'name': 'Pb311', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:51:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '219022fa730ba204b68d3e9c2da11cf75dd63a5bca48ebe952117e1a', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:51:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '219022fa730ba204b68d3e9c2da11cf75dd63a5bca48ebe952117e1a', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:51:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'bc74e10fc7646c66ad667994a89f571e06e19095fd99f711a915098a', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:51:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4bf9077ba0a4fef6916e537c5b7d8579dc1c0dcc923877a9b6b03514', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:51:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '219022fa730ba204b68d3e9c2da11cf75dd63a5bca48ebe952117e1a', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:51:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '219022fa730ba204b68d3e9c2da11cf75dd63a5bca48ebe952117e1a', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '219022fa730ba204b68d3e9c2da11cf75dd63a5bca48ebe952117e1a', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '0a7a4bba3d9f924d58c37bfafc962d14dfaf39f8efd7121fd63931a5', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '179bce3f74b3479e95aacd3ceeb907bf7e0b1a83848229e6d190bb85', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '261d4dac54e5a401478e326d0fd641114e4b057548b188161c6b16bf', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '219022fa730ba204b68d3e9c2da11cf75dd63a5bca48ebe952117e1a', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:04: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'f52b8aa8eda4a65dc72e19039c79013c458bbda4d3ad3fa001bc3f8f', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '07c28a77217d61a4a950b5a3829e75ade3a85f4c4ca0e574cab5f8bb', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c08baa9bc71afbf01f2c264ba1d7374211e046d6c04d0ee789992077', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:07: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '510ca8c25341e120bd8145c66ede3459dd3bd9c24fd80b149952c44f', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a3c0779dad9b19a5b30af703615c892a18918d06a2e3be1252b2e9dc', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '77968b5ffd31caa32a473f8c3329a0c138f4077fac1b753235476e63', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:52:09: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'e964b05be6543272fe85db74401b3c7690b865eadb6880d52d129b93', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c08baa9bc71afbf01f2c264ba1d7374211e046d6c04d0ee789992077', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c13e8ecf93efba74c3e263542ff7dfd481c1d04862dfdc5799edbca8', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '77968b5ffd31caa32a473f8c3329a0c138f4077fac1b753235476e63', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:52:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '25009c34268559f865db486f184e046e80c0d02681d2bad6f1316c70', 'rssi': -80, 'name': 'LE-Bose Mat\xe9o', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '261d4dac54e5a401478e326d0fd641114e4b057548b188161c6b16bf', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:14: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c08baa9bc71afbf01f2c264ba1d7374211e046d6c04d0ee789992077', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c14d752234035216ccad6fc26fd2c7bd67ab748c1be14ef52037a4bb', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c0542b0d781d5acc64bcdee260465dcf76d68b7d30dd27666f695e0f', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7994e602489529b723681a5959c46b976a9d3f7a8308948684c800c5', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:52:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '783f233c82c3dd355727a83c947eedbcd9809f81e849d5543fe2c4b8', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:52:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'afa2f8db3750c2b8784fcc00934b7a39e04429e371371bc3856b72d6', 'rssi': -98, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ca6a575cc63852fd5c1e6482d7d19f9f3d5e61d5a4f43abc5ea647d1', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3be56ef2488a7697c5eb902a69aeba28f909784bf4413a12891e22a6', 'rssi': -57, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c9b692d75b38af297bfc1e035ee17276497854bc2ae9ddc6c549749b', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '179bce3f74b3479e95aacd3ceeb907bf7e0b1a83848229e6d190bb85', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e921f412c5fec359dcac532227dec4c43288876857e37820a1995555', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '219022fa730ba204b68d3e9c2da11cf75dd63a5bca48ebe952117e1a', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c0542b0d781d5acc64bcdee260465dcf76d68b7d30dd27666f695e0f', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4bf9077ba0a4fef6916e537c5b7d8579dc1c0dcc923877a9b6b03514', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '261d4dac54e5a401478e326d0fd641114e4b057548b188161c6b16bf', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:26: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '37e2df9f97bd2dbb5172a8cc43e594d793754d155bcce550f3007846', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4fc83a8be962428d53496f967e0761751444b50c2e4f3e2330a1b15a', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a49cfbbfcabff18121f56c5e24f1ae8bf07636b37e029867da078d3a', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3be56ef2488a7697c5eb902a69aeba28f909784bf4413a12891e22a6', 'rssi': -61, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '8e89f7f109bb67440e7d6dcd5f6fc95953a786cc6761d87fc650204b', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:52:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '261d4dac54e5a401478e326d0fd641114e4b057548b188161c6b16bf', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3be56ef2488a7697c5eb902a69aeba28f909784bf4413a12891e22a6', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c14d752234035216ccad6fc26fd2c7bd67ab748c1be14ef52037a4bb', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7994e602489529b723681a5959c46b976a9d3f7a8308948684c800c5', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:52:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '783f233c82c3dd355727a83c947eedbcd9809f81e849d5543fe2c4b8', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:52:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b71cda82f43fa640a24487f682af928d1bb26fa588fb3ea09dea9be7', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '4c67be5c8850aa6e27ee54e655b243531cdb293aee86d2585883ec11', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd94b194530513d606e98e3b43eafc514818e56be49655b51d6483d04', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5a8dbf2337b3d0800aaa61b83277eea4eff0633906c77b18d5a6994e', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:37: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7b538f80e01ce8a3b1cc05b7809f69cfd88c88bb134fc086df7da861', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '228a62b1e034fd36839864d6956bfc9fa20b352dc9fcedf39e4580b2', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '32b1fa231cb23339ae47153b29bd9961d1231a0ebdbc925769a8c22a', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-20 20:52:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '228a62b1e034fd36839864d6956bfc9fa20b352dc9fcedf39e4580b2', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7b538f80e01ce8a3b1cc05b7809f69cfd88c88bb134fc086df7da861', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dc25859958d7ffabed28b5f11886dcf2f48df0db49c76a394cef1c12', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '059888b3b24f3037623ee533f2f2fc6d32f4ca2344a4c588afbebf8c', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '228a62b1e034fd36839864d6956bfc9fa20b352dc9fcedf39e4580b2', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '783f233c82c3dd355727a83c947eedbcd9809f81e849d5543fe2c4b8', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:52:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '261d4dac54e5a401478e326d0fd641114e4b057548b188161c6b16bf', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '992143527193eee6b928e602d1498ec9af8e6cec25f82ed7765b6192', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '62aef52e8d377d20fa510963e3a6862abaa4385213a8a80c54a501de', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c14d752234035216ccad6fc26fd2c7bd67ab748c1be14ef52037a4bb', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e11a670fa466286600968bbc4df830c2d9d0b963e66a3ad32c317d7d', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '3c004897a4793b020ba99d0fdde3854a3887a9509ad28f644d5bcf1d', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'e964b05be6543272fe85db74401b3c7690b865eadb6880d52d129b93', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '56d22802d85488520b04da9cf1adabfdf3f34b80b4478cfcb85c6a53', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5a8dbf2337b3d0800aaa61b83277eea4eff0633906c77b18d5a6994e', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aab52e5fcb450682dcd429599717ecb03dc817a2b9166a6d71622c91', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'f46b2f6b89a524c0fce2b33a420d40e5d901a1e0df56d6296e474c32', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aab52e5fcb450682dcd429599717ecb03dc817a2b9166a6d71622c91', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5e28797d1157376aec1c23ddf2c57357fc24d2d531d0d32f8a58096d', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-20 20:52:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c0542b0d781d5acc64bcdee260465dcf76d68b7d30dd27666f695e0f', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:52:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ad0c63307767c8d79c184283598716338338e8452a3f353d19aee272', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:56: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '3c004897a4793b020ba99d0fdde3854a3887a9509ad28f644d5bcf1d', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:52:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f8ac0533754d3fc3f51b1e68270a8aafa153c887324414ad1438a7a1', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:52:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '228a62b1e034fd36839864d6956bfc9fa20b352dc9fcedf39e4580b2', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c5c621e1c283d3ce5f2f3d9728968b8cbdf5a4a862d776d897399b15', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:52:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c3d40d3f78c7412eea94e9d6c637edb3e4b35dbc084143f28d589c26', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:53:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '3ea8f7f1397f687f7260dfcf856c5d863c6f3cc96a9812e65d6318a4', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:53:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '179bce3f74b3479e95aacd3ceeb907bf7e0b1a83848229e6d190bb85', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:53:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c3d40d3f78c7412eea94e9d6c637edb3e4b35dbc084143f28d589c26', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:53:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4fc83a8be962428d53496f967e0761751444b50c2e4f3e2330a1b15a', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:53:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e921f412c5fec359dcac532227dec4c43288876857e37820a1995555', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:53:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '4c67be5c8850aa6e27ee54e655b243531cdb293aee86d2585883ec11', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
