Testing SD card write operations: 2022-07-06 13:31:32
2022-07-06 13:32:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'e19779a84838fc32ff5b59cf82ecb1f25bbfe0eb16f8395eb6c27475', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:32:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '890242871dc1173247fe4dd4db0d6ef0c94f3a6d2f0f927286e0b0a0', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:32:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f9d8f1b145b697882ae1533a298be511d3fb8983e4798609a6e91ad3', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:32:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3fca6d970e77ea9df0b62f20cc3ea9872cfda3fb6f07eca1adfd4701', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-07-06 13:32:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '92991e45e6e719830578e82615dcc5429b36628c8ae58fe980c8c2a9', 'rssi': -62, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:32:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '358ff1f84b234faa1457099a2ee154964f9fb24d02d282a86d6190c5', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:32:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a010d0aef6f7ac5ea8a6f6478682c0561ad85a5282fe87fa9a3d6f25', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:32:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a010d0aef6f7ac5ea8a6f6478682c0561ad85a5282fe87fa9a3d6f25', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:32:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b8cf2978b72e2cdcab855045e2bbbadf985e8ee175b0ec80d5ace4c7', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:32:54: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '92991e45e6e719830578e82615dcc5429b36628c8ae58fe980c8c2a9', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:32:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a010d0aef6f7ac5ea8a6f6478682c0561ad85a5282fe87fa9a3d6f25', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:32:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b836f2961a8cb6f4533d9d6f12e18321d2fa93b6e5347c93c182d461', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:32:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27723b28c424ea9af96f2a8b3ceb5f65203e224392ac89edaa6170db', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-06 13:32:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8654c94f57c260a5aced8f11d254214a806abea58213e9416eb4da90', 'rssi': -48, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:32:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '32b89c354b1572e9f36afdf0ca319ea224e10b73f8e7135b1a44ab0c', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:32:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27723b28c424ea9af96f2a8b3ceb5f65203e224392ac89edaa6170db', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-06 13:32:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fc72a1caac963769f0d56c23be5b60ab3b6f06598e5ade22470f933d', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:33:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fc72a1caac963769f0d56c23be5b60ab3b6f06598e5ade22470f933d', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:33:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ba2570c01938c2ada7c4b836c100159fbae9f7f995ed0f53633998e7', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -62, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '30643d53369f0a8a0263eb243d5208ebedf0b25a14990d2838fa5397', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '57970b24f6e5a2d7c4b4704c00217739700b4a355c21ff30944699e5', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '36bb82c3be9b6bdcdd9c9c7264360c6c5ac0f465fde77a9f23e73eb9', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:33:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'adbfac792ed73d3ef55e0f2c567404f942902a0864b463c99c074e0b', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '57970b24f6e5a2d7c4b4704c00217739700b4a355c21ff30944699e5', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '358ff1f84b234faa1457099a2ee154964f9fb24d02d282a86d6190c5', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:33:16: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '30643d53369f0a8a0263eb243d5208ebedf0b25a14990d2838fa5397', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '080d46cd78b0de15143991ead0acca5a895867d08bc837d369be2ee7', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5fa7b689285c2deb6c3a092692327ec601e1ed37744d53f8213ad33d', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '75be67af2cea5e6143fdd34b9b430635f669db5c69bab12b2f99fd3c', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:19: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1538661da9e5d298ec768bce418561ba612e373a9e4298ec0ea74aed', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '75be67af2cea5e6143fdd34b9b430635f669db5c69bab12b2f99fd3c', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fd0423adf322671a24a4d7c3444d1ecfa642d0caef9d083ab35d3760', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3fca6d970e77ea9df0b62f20cc3ea9872cfda3fb6f07eca1adfd4701', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-07-06 13:33:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '30643d53369f0a8a0263eb243d5208ebedf0b25a14990d2838fa5397', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'adbfac792ed73d3ef55e0f2c567404f942902a0864b463c99c074e0b', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9784e2f9a2eea78389e92357c22810c3b9cb68468f43e75769491885', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27723b28c424ea9af96f2a8b3ceb5f65203e224392ac89edaa6170db', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-06 13:33:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9784e2f9a2eea78389e92357c22810c3b9cb68468f43e75769491885', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a010d0aef6f7ac5ea8a6f6478682c0561ad85a5282fe87fa9a3d6f25', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b8cf2978b72e2cdcab855045e2bbbadf985e8ee175b0ec80d5ace4c7', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b8cf2978b72e2cdcab855045e2bbbadf985e8ee175b0ec80d5ace4c7', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '358ff1f84b234faa1457099a2ee154964f9fb24d02d282a86d6190c5', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:33:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9e9a50f20610ecdccb18425641acd7ef35c0312e6fc722591b0c62f5', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '57970b24f6e5a2d7c4b4704c00217739700b4a355c21ff30944699e5', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '57970b24f6e5a2d7c4b4704c00217739700b4a355c21ff30944699e5', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6dbe1d55820460e8821605e4c4ecde34a815541ee37ad68c0ebbb8e', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '57970b24f6e5a2d7c4b4704c00217739700b4a355c21ff30944699e5', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '573b56045c2b22088de9fbd51934fc411fcee653cf3505355b0b95c2', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:33:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '080d46cd78b0de15143991ead0acca5a895867d08bc837d369be2ee7', 'rssi': -56, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'eed12d57d618ad2b3b0a078e9fcfb298e0369d515ff5717c29fb6444', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '080d46cd78b0de15143991ead0acca5a895867d08bc837d369be2ee7', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '32b89c354b1572e9f36afdf0ca319ea224e10b73f8e7135b1a44ab0c', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '32b89c354b1572e9f36afdf0ca319ea224e10b73f8e7135b1a44ab0c', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:33:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6dbe1d55820460e8821605e4c4ecde34a815541ee37ad68c0ebbb8e', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '4f4eea226b65c47a114e7d4bed62382d269f49f8c2d8d90dd0b97800', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a010d0aef6f7ac5ea8a6f6478682c0561ad85a5282fe87fa9a3d6f25', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a010d0aef6f7ac5ea8a6f6478682c0561ad85a5282fe87fa9a3d6f25', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8654c94f57c260a5aced8f11d254214a806abea58213e9416eb4da90', 'rssi': -47, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'adbfac792ed73d3ef55e0f2c567404f942902a0864b463c99c074e0b', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:49: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': 'e786d77620e8654d609ca945249034ed6d0601146394e04bf26127cc', 'rssi': -91, 'name': 'Mb41', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-07-06 13:33:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae258af6b7508d547265460d9654a4b09d74a70e29003b41cfba17ae', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8654c94f57c260a5aced8f11d254214a806abea58213e9416eb4da90', 'rssi': -47, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'adbfac792ed73d3ef55e0f2c567404f942902a0864b463c99c074e0b', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6dbe1d55820460e8821605e4c4ecde34a815541ee37ad68c0ebbb8e', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27723b28c424ea9af96f2a8b3ceb5f65203e224392ac89edaa6170db', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-06 13:33:54: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1faaf468b0757675ad38cc1ca51a6a99654b02afc6c7ec0f6dad16ae', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:33:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b8cf2978b72e2cdcab855045e2bbbadf985e8ee175b0ec80d5ace4c7', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:33:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fc1d470fba2b49ba0bdfbd985cf0c787deeae357eb6c48682b32c6e9', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:33:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fc1d470fba2b49ba0bdfbd985cf0c787deeae357eb6c48682b32c6e9', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:33:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fc72a1caac963769f0d56c23be5b60ab3b6f06598e5ade22470f933d', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:33:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '358ff1f84b234faa1457099a2ee154964f9fb24d02d282a86d6190c5', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:33:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9784e2f9a2eea78389e92357c22810c3b9cb68468f43e75769491885', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
